	question_id	tutor_feedback	label	score	lang	student_answer	reference_answer	question
1885	6.3_IPP	The response only states the definition/description of DHCP correctly. The usage is missing in the response.	PARTIAL_CORRECT	0.5	en	DHCP extends the functionality of RARP. It is used for automatic IP address assignment.	The Dynamic Host Configuration Protocol (DHCP) is a network management protocol used in Internet Protocol (IP) networks, whereby a DHCP server dynamically assigns an IP address and other network configuration parameters to each device on the network. Further, DHCP has largely replaced RARP (and BOOTP)   Uses of DHCP are: Simplifies installation and configuration of end systems. Allows for manual and automatic IP address assignment. May provide additional configuration information  (DNS server, netmask, default router, etc.)	What is the “Dynamic Host Configuration Protocol (DHCP)”? What is it used for?
250	8	Korrekt!	CORRECT	1.0	de	Artikelverfügbarkeit, Sauberkeit, Preise an allen Artikeln	Das Gesamterscheinungsbild besteht aus der Sauberkeit (0.5 P) des Shops und der Ausstattung mit Waren (0.5 P). Bei der Sauberkeit des Shops ist z.B. auf die Sauberkeit der Fußböden oder der Brötchenauslage zu achten. Der bautechnische Zustand des Shops soll hier nicht berücksichtigt werden! Bei der Ausstattung mit Waren soll darauf geachtet werden, ob die Regale vollständig mit Produkten bestückt sind und ob der Kunde eine Wertigkeit oder einen Nutzen in den Produkten sieht.	Frage 8: Worauf sollst du in Bezug auf das Gesamterscheinungsbild des Shops achten?
413	4	Das musst du gar nicht. Es geht um die hauseigenen Toiletten. Sollten diese nicht zugänglich sein, fertige bitte entsprechende Bilder von außen an und beantworte die Frage mit der passenden Begründung.	PARTIAL_CORRECT	0.25	de	Ich suche einen mitarbeiter auf und frage, ob die touletten geschlossen sind oder defekt. Und ich erfrage ob ws in der nähe eine andere toilette gibt	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
545	7	Korrekt!	CORRECT	1.0	de	Tanken und kleiner Shopeinkauf. Erstattet werden bis zu 16,50 Euro	Es muss eine beliebige Menge Kraftstoff getankt (0.25 P) und ein beliebiger Artikel im Shop gekauft werden (0.25 P). Für beide Posten steht in Summe ein Budget von 16,50€ (0.25 P) zur Verfügung. Das Budget ist in der Belohnung inbegriffen. Es darf über dieses Budget hinaus eingekauft oder getankt werden, über das Budget hinausgehende Kosten muss der Jobber jedoch selbst tragen (0.25 P).	Frage 7: Welche Käufe muss ich tätigen, wer bezahlt diese Käufe?
1193	3	Hier geht es darum zu checken ob du im Laufe des Gesprächs beispielsweise begrüßt und verabschiedet wurdest. Wurde dir beispielsweise auch ein Zusatzangebot gemacht und wurdest du nach deiner Shell Clubsmart-Karte gefragt?	INCORRECT	0.0	de	Freundlch und klar fragen.	In der Interaktion mit dem Mitarbeiter soll sowohl auf menschliche, als auch auf verkäuferische Aspekte geachtet werden. Menschliche Komponenten beinhalten z.B. die Begrüßung (0.25 P), Verabschiedung (0.25 P), Höflichkeit oder Fokus auf den Kunden. Verkäuferische Aspekte sind z.B. die Nachfrage nach Upselling (Zusatzangebot) (0.25 P) oder einer Kundenkarte (0.25 P).	Frage 3: Worauf sollst du im Kundengespräch mit dem Mitarbeiter achten?
738	7	Bis zu 16,50€ deiner Ausgaben bekommst du von uns, nach Akzeptanz des Jobs, erstattet. Alles was darüber hinaus geht, musst du leider selbst tragen.	PARTIAL_CORRECT	0.75	de	Ich muss etwas im Shop einkaufen und etwas tanken! Bis 16,50	Es muss eine beliebige Menge Kraftstoff getankt (0.25 P) und ein beliebiger Artikel im Shop gekauft werden (0.25 P). Für beide Posten steht in Summe ein Budget von 16,50€ (0.25 P) zur Verfügung. Das Budget ist in der Belohnung inbegriffen. Es darf über dieses Budget hinaus eingekauft oder getankt werden, über das Budget hinausgehende Kosten muss der Jobber jedoch selbst tragen (0.25 P).	Frage 7: Welche Käufe muss ich tätigen, wer bezahlt diese Käufe?
310	4	Korrekt!	CORRECT	1.0	de	ein Bild von außen anfertigen	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
1703	4.2_LM_v1.0	The response answers the question requirements correctly.	CORRECT	1	en	In frame bursting the sender waits for the data of multiple frames and sticks them together into one concatenated frame to send them through the network as one big packet.   Its advantage over the carrier extension is a higher grade of effiency in data being sent, if there is a vast amount of data in the senders buffer. For instance, it is useful when copying fixed data from a to b.  Its disadvantage occurs when there are not enough frames to fill the whole burst-packet. The networks has to wait for frames before transmitting or let a timer run out before sending.	Frame bursting reduces the overhead for transmitting small frames by concatenating a sequence of multiple frames in one single transmission, without ever releasing control of the channel. Advantage :it is more efficient than carrier extension as single frames not filled up with garbage. Disadvantage :need frames waiting for transmission or buffering and delay of frames	"What is ""frame bursting""? Also, give 1 advantage and disadvantage compared to the carrier extension."
893	6	Wichtig ist, dass der Shop geöffnet ist. Die Tankstelle kann auch nachts nur via Nachtschalter geöffnet sein und diese Ergebnisse zählen leider nicht.	PARTIAL_CORRECT	0.5	de	Täglich zu den Öffnungszeiten	Es gibt für den Check keine zeitliche Einschränkung (0.5 P), zu welcher Uhrzeit oder an welchem Wochentag der Check durchgeführt werden kann. Die einzige Nebenbedingung ist, dass der Shop geöffnet sein muss (0.5 P), da die Bewertung der Warenpräsentation ein Teil des Jobs ist.	Frage 6: Zu welcher Tageszeit darf ich den Check durchführen?
1131	3	Hier geht es eher darum auf konkrete, bestimmte Punkte während des Gesprächs zu achten. Wurdest du beispielsweise begrüßt und verabschiedet? Wurde dir beispielsweise neben der Nachfrage der Shell Clubsmart Karte auch ein zusätzliches Angebot unterbreitet?	INCORRECT	0.0	de	Achte auf Höflichkeit und wie kompetent Dinge erledigt werden	In der Interaktion mit dem Mitarbeiter soll sowohl auf menschliche, als auch auf verkäuferische Aspekte geachtet werden. Menschliche Komponenten beinhalten z.B. die Begrüßung (0.25 P), Verabschiedung (0.25 P), Höflichkeit oder Fokus auf den Kunden. Verkäuferische Aspekte sind z.B. die Nachfrage nach Upselling (Zusatzangebot) (0.25 P) oder einer Kundenkarte (0.25 P).	Frage 3: Worauf sollst du im Kundengespräch mit dem Mitarbeiter achten?
1449	1	Bitte bedenke, dass es sich bei dem Schreiben nicht um eine Legitimation sondern nur um eine Information handelt, welche erklärt wer du bist, was du machst und in wessen Auftrag du hier bist. Solltest du angesprochen werden, bitte vermerke  den genauen Zeitpunkt in der App. Das Personal musst du nicht mit einbeziehen, sofern es gestattet wird, beende den Check gerne noch.	PARTIAL_CORRECT	0.5	de	Höflich Name und dass ich im Auftrag „von...“ Arbeite, und ich sage ich möchte ihnen das Legitimationsschreiben zeigen.	Der Jobber soll sich in diesem Fall dem Personal gegenüber zu erkennen geben (0.25 P) und das entsprechende Informationsschreiben in der App vorzeigen (0.25 P). Zusätzlich muss notiert werden, zu welchem Zeitpunkt (0.25 P) des Jobs der Jobber enttarnt wurde. Zentrale Frage ist dabei, ob ein neutrales, unvoreingenommenes Verkaufsgespräch stattgefunden hat. Der Job soll mit Erlaubnis der Mitarbeiter bis zum Ende durchgeführt (0.25 P) werden.	Frage 1: Wie reagierst du, wenn du auf deine Tätigkeit angesprochen wirst?
2916	10.2_TC	The response is an empty submission.	INCORRECT	0	en	No Submission.	Slow start (cwnd less than ss_thresh):  In the slow start phase, cwnd is incremented by one every time a segment is acknowledged. This results in an exponential growth as cwnd is essentially doubled after each Round Trip Time (RTT). This is done until either a packet is lost or ss_thresh is reached. When cwnd >= ss_thresh, the congestion avoidance phase is entered.  After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1.   Congestion Avoidance (cwnd >= ss_thresh)::  In the congestion avoidance phase, cwnd is incremented more slowly. There are different incrementation strategies, but they usually grow linearly, e.g. only increment cwnd by 1 after all sent segments have been acknowledged. This is done until a packet is lost. Typically, this means that cwnd less than ss_thresh and the slow start phase is entered again.  After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1.	In the lecture you have learned about congestion control with TCP. Name the 2 phases of congestion control and explain how the Congestion Window (cwnd) and the Slow Start Threshold (ss_thresh) change in each phase (after initialization, where cwnd = 1 and ss_thresh = advertised window size) in 1-4 sentences .
15	8	Korrekt!	CORRECT	1.0	de	Ist alles ordentlich, ist jeder freundlich, tragen alle die richtige arbeitskleidung?	Das Gesamterscheinungsbild besteht aus der Sauberkeit (0.5 P) des Shops und der Ausstattung mit Waren (0.5 P). Bei der Sauberkeit des Shops ist z.B. auf die Sauberkeit der Fußböden oder der Brötchenauslage zu achten. Der bautechnische Zustand des Shops soll hier nicht berücksichtigt werden! Bei der Ausstattung mit Waren soll darauf geachtet werden, ob die Regale vollständig mit Produkten bestückt sind und ob der Kunde eine Wertigkeit oder einen Nutzen in den Produkten sieht.	Frage 8: Worauf sollst du in Bezug auf das Gesamterscheinungsbild des Shops achten?
